"Var1","Freq"
"2017-10-29",191
"2017-10-30",145
"2017-10-31",185
"2017-11-01",182
"2017-11-02",142
"2017-11-03",167
"2017-11-04",186
"2017-11-05",199
"2017-11-06",130
"2017-11-07",160
"2017-11-08",144
"2017-11-09",137
"2017-11-10",146
"2017-11-11",164
"2017-11-12",171
"2017-11-13",175
"2017-11-14",156
"2017-11-15",142
"2017-11-16",151
"2017-11-17",141
"2017-11-18",187
"2017-11-19",175
"2017-11-20",129
"2017-11-21",154
"2017-11-22",142
"2017-11-23",133
"2017-11-24",170
"2017-11-25",179
"2017-11-26",185
"2017-11-27",181
"2017-11-28",158
"2017-11-29",172
"2017-11-30",143
"2017-12-01",161
"2017-12-02",168
"2017-12-03",154
"2017-12-04",138
"2017-12-05",151
"2017-12-06",146
"2017-12-07",155
"2017-12-08",131
"2017-12-09",141
"2017-12-10",154
"2017-12-11",174
"2017-12-12",151
"2017-12-13",168
"2017-12-14",118
"2017-12-15",130
"2017-12-16",164
"2017-12-17",170
"2017-12-18",153
"2017-12-19",186
"2017-12-20",159
"2017-12-21",151
"2017-12-22",169
"2017-12-23",157
"2017-12-24",133
"2017-12-25",119
"2017-12-26",151
"2017-12-27",135
"2017-12-28",119
"2017-12-29",119
"2017-12-30",145
"2017-12-31",152
"2018-01-01",242
"2018-01-02",109
"2018-01-03",134
"2018-01-04",126
"2018-01-05",137
"2018-01-06",150
"2018-01-07",154
"2018-01-08",133
"2018-01-09",162
"2018-01-10",149
"2018-01-11",193
"2018-01-12",172
"2018-01-13",153
"2018-01-14",152
"2018-01-15",155
"2018-01-16",133
"2018-01-17",143
"2018-01-18",149
"2018-01-19",149
"2018-01-20",190
"2018-01-21",191
"2018-01-22",145
"2018-01-23",168
"2018-01-24",186
"2018-01-25",176
"2018-01-26",187
"2018-01-27",172
"2018-01-28",188
"2018-01-29",146
"2018-01-30",137
"2018-01-31",145
"2018-02-01",158
"2018-02-02",137
"2018-02-03",153
"2018-02-04",122
"2018-02-05",146
"2018-02-06",159
"2018-02-07",126
"2018-02-08",149
"2018-02-09",129
"2018-02-10",148
"2018-02-11",133
"2018-02-12",117
"2018-02-13",137
"2018-02-14",141
"2018-02-15",147
"2018-02-16",153
"2018-02-17",141
"2018-02-18",162
"2018-02-19",165
"2018-02-20",165
"2018-02-21",154
"2018-02-22",136
"2018-02-23",170
"2018-02-24",166
"2018-02-25",155
"2018-02-26",143
"2018-02-27",150
"2018-02-28",162
"2018-03-01",160
"2018-03-02",141
"2018-03-03",124
"2018-03-04",157
"2018-03-05",191
"2018-03-06",145
"2018-03-07",151
"2018-03-08",135
"2018-03-09",137
"2018-03-10",157
"2018-03-11",145
"2018-03-12",175
"2018-03-13",146
"2018-03-14",180
"2018-03-15",165
"2018-03-16",125
"2018-03-17",178
"2018-03-18",198
"2018-03-19",154
"2018-03-20",150
"2018-03-21",151
"2018-03-22",169
"2018-03-23",127
"2018-03-24",185
"2018-03-25",172
"2018-03-26",147
"2018-03-27",135
"2018-03-28",175
"2018-03-29",131
"2018-03-30",114
"2018-03-31",132
